"Email Address","Alias","Display Name","First Name","Last Name","Company","Department","OU","Last Logon Time","Server Name","Database","When Mailbox Created","Mailbox Size In MB","Item Count","Prohibit Send Receive Quota","UseDatabaseQuotaDefaults","Last Modified","Hidden From GAL","Single Item Recovery Enabled","Junk Enabled","Owner"
"NewGuy2@canada.ca","NewGuy2","NewGuy2","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:10 PM","0","30","Unlimited","True","1/22/2019 9:28:15 AM","False","False","True",""
"NewGuy5@canada.ca","NewGuy5","NewGuy5","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:28 PM","0","32","Unlimited","True","1/22/2019 9:28:19 AM","False","False","True",""
"NewGuy13@canada.ca","NewGuy13","NewGuy13","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:32 PM","0","35","Unlimited","True","1/22/2019 9:28:14 AM","False","False","True",""
"NewGuy16@canada.ca","NewGuy16","NewGuy16","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:33 PM","0","34","Unlimited","True","1/22/2019 9:28:15 AM","False","False","True",""
"NewGuy18@canada.ca","NewGuy18","NewGuy18","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:34 PM","0","44","Unlimited","True","1/22/2019 9:28:15 AM","False","False","True",""
"NewGuy20@canada.ca","NewGuy20","NewGuy20","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:34 PM","0","43","Unlimited","True","1/22/2019 9:28:15 AM","False","False","True",""
"NewGuy24@canada.ca","NewGuy24","NewGuy24","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:36 PM","0","40","Unlimited","True","1/22/2019 9:28:16 AM","False","False","True",""
"NewGuy31@canada.ca","NewGuy31","NewGuy31","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:39 PM","0","30","Unlimited","True","1/22/2019 9:28:17 AM","False","False","True",""
"NewGuy32@canada.ca","NewGuy32","NewGuy32","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:39 PM","0","35","Unlimited","True","1/22/2019 9:28:17 AM","False","False","True",""
"NewGuy43@canada.ca","NewGuy43","NewGuy43","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:44 PM","0","35","Unlimited","True","1/22/2019 9:28:18 AM","False","False","True",""
"NewGuy44@canada.ca","NewGuy44","NewGuy44","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:44 PM","0","35","Unlimited","True","1/22/2019 9:28:19 AM","False","False","True",""
"NewGuy45@canada.ca","NewGuy45","NewGuy45","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:45 PM","0","33","Unlimited","True","1/22/2019 9:28:19 AM","False","False","True",""
"NewGuy47@canada.ca","NewGuy47","NewGuy47","","","","","canada.ca/Users",,"E2016-02","DB02","9/13/2018 2:10:46 PM","0","33","Unlimited","True","1/22/2019 9:28:19 AM","False","False","True",""
"Equipment02@canada.ca","Equipment02","Equipment02","","","","","canada.ca/Users",,"E2016-02","DB02","11/21/2018 1:19:06 PM","0","21","Unlimited","True","8/6/2019 8:18:37 AM","False","False","True",""
"Equipment03@canada.ca","Equipment03","Equipment03","","","","","canada.ca/Users",,"E2016-02","DB02","11/21/2018 1:19:06 PM","0","21","Unlimited","True","8/6/2019 8:18:38 AM","False","False","True",""
"Shared02@canada.ca","Shared02","Shared02","","","","","canada.ca/Users",,"E2016-02","DB02","11/21/2018 1:19:25 PM","0","21","Unlimited","True","8/6/2019 8:18:45 AM","False","False","True",""
"User1@canada.ca","User1","User1","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:03 PM","0","23","Unlimited","True","10/13/2018 12:10:39 AM","False","False","True",""
"User4@canada.ca","User4","User4","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:05 PM","0","21","Unlimited","True","10/13/2018 12:10:39 AM","False","False","True",""
"User8@canada.ca","User8","User8","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:06 PM","0","31","Unlimited","True","10/13/2018 12:10:39 AM","False","False","True",""
"User15@canada.ca","User15","User15","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:09 PM","0","21","Unlimited","True","10/13/2018 12:10:39 AM","False","False","True",""
"User16@canada.ca","User16","User16","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:10 PM","0","21","Unlimited","True","10/13/2018 12:10:39 AM","False","False","True",""
"User17@canada.ca","User17","User17","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:10 PM","0","31","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User22@canada.ca","User22","User22","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:12 PM","0","21","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User24@canada.ca","User24","User24","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:13 PM","0","23","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User36@canada.ca","User36","User36","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:18 PM","0","21","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User38@canada.ca","User38","User38","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:18 PM","0","31","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User52@canada.ca","User52","User52","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:24 PM","0","21","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User54@canada.ca","User54","User54","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:25 PM","0","29","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User59@canada.ca","User59","User59","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:27 PM","0","31","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User65@canada.ca","User65","User65","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:29 PM","0","24","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User66@canada.ca","User66","User66","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:29 PM","0","31","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User68@canada.ca","User68","User68","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:30 PM","0","22","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User70@canada.ca","User70","User70","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:31 PM","0","21","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User72@canada.ca","User72","User72","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:32 PM","0","21","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User78@canada.ca","User78","User78","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:34 PM","0","18","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User86@canada.ca","User86","User86","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:37 PM","0","21","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User87@canada.ca","User87","User87","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:38 PM","0","21","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User90@canada.ca","User90","User90","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:39 PM","0","18","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User94@canada.ca","User94","User94","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:02:41 PM","0","31","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"NewGuy4@canada.ca","NewGuy4","NewGuy4","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:18 PM","0","33","Unlimited","True","1/22/2019 9:28:18 AM","False","False","True",""
"NewGuy9@canada.ca","NewGuy9","NewGuy9","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:30 PM","0","36","Unlimited","True","1/22/2019 9:28:20 AM","False","False","True",""
"NewGuy11@canada.ca","NewGuy11","NewGuy11","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:31 PM","0","34","Unlimited","True","1/22/2019 9:28:13 AM","False","False","True",""
"NewGuy15@canada.ca","NewGuy15","NewGuy15","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:32 PM","0","31","Unlimited","True","1/22/2019 9:28:15 AM","False","False","True",""
"NewGuy17@canada.ca","NewGuy17","NewGuy17","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:33 PM","0","36","Unlimited","True","1/22/2019 9:28:15 AM","False","False","True",""
"NewGuy22@canada.ca","NewGuy22","NewGuy22","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:35 PM","0","36","Unlimited","True","1/22/2019 9:28:16 AM","False","False","True",""
"NewGuy23@canada.ca","NewGuy23","NewGuy23","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:36 PM","0","36","Unlimited","True","1/22/2019 9:28:16 AM","False","False","True",""
"NewGuy25@canada.ca","NewGuy25","NewGuy25","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:36 PM","0","44","Unlimited","True","1/22/2019 9:28:16 AM","False","False","True",""
"NewGuy27@canada.ca","NewGuy27","NewGuy27","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:37 PM","0","41","Unlimited","True","1/22/2019 9:28:16 AM","False","False","True",""
"NewGuy30@canada.ca","NewGuy30","NewGuy30","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:38 PM","0","31","Unlimited","True","1/22/2019 9:28:17 AM","False","False","True",""
"NewGuy35@canada.ca","NewGuy35","NewGuy35","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:41 PM","0","31","Unlimited","True","1/22/2019 9:28:17 AM","False","False","True",""
"NewGuy36@canada.ca","NewGuy36","NewGuy36","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:41 PM","0","44","Unlimited","True","1/22/2019 9:28:17 AM","False","False","True",""
"NewGuy38@canada.ca","NewGuy38","NewGuy38","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:42 PM","0","44","Unlimited","True","1/22/2019 9:28:18 AM","False","False","True",""
"NewGuy40@canada.ca","NewGuy40","NewGuy40","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:43 PM","0","31","Unlimited","True","1/22/2019 9:28:18 AM","False","False","True",""
"NewGuy41@canada.ca","NewGuy41","NewGuy41","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:43 PM","0","44","Unlimited","True","1/22/2019 9:28:18 AM","False","False","True",""
"NewGuy42@canada.ca","NewGuy42","NewGuy42","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:43 PM","0","36","Unlimited","True","1/22/2019 9:28:18 AM","False","False","True",""
"NewGuy46@canada.ca","NewGuy46","NewGuy46","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:45 PM","0","36","Unlimited","True","1/22/2019 9:28:19 AM","False","False","True",""
"NewGuy50@canada.ca","NewGuy50","NewGuy50","","","","","canada.ca/Users",,"E2016-02","DB03","9/13/2018 2:10:47 PM","0","36","Unlimited","True","1/22/2019 9:28:19 AM","False","False","True",""
"Room1@canada.ca","Room1","Room1","","","","","canada.ca/Users",,"E2016-02","DB03","11/21/2018 1:18:06 PM","0","21","Unlimited","True","12/4/2018 1:23:44 PM","False","False","True",""
"Room03@canada.ca","Room03","Room03","","","","","canada.ca/Users",,"E2016-02","DB03","11/21/2018 1:18:46 PM","0","21","Unlimited","True","8/6/2019 8:18:31 AM","False","False","True",""
"Room07@canada.ca","Room07","Room07","","","","","canada.ca/Users",,"E2016-02","DB03","11/21/2018 1:18:48 PM","0","21","Unlimited","True","8/6/2019 8:18:33 AM","False","False","True",""
"Equipment08@canada.ca","Equipment08","Equipment08","","","","","canada.ca/Users",,"E2016-02","DB03","11/21/2018 1:19:09 PM","0","21","Unlimited","True","8/6/2019 8:18:42 AM","False","False","True",""
"Shared03@canada.ca","Shared03","Shared03","","","","","canada.ca/Users",,"E2016-02","DB03","11/21/2018 1:19:26 PM","0","21","Unlimited","True","8/6/2019 8:18:46 AM","False","False","True",""
"Shared07@canada.ca","Shared07","Shared07","","","","","canada.ca/Users",,"E2016-02","DB03","11/21/2018 1:19:27 PM","0","21","Unlimited","True","8/6/2019 8:18:49 AM","False","False","True",""
"Administrator@canada.ca","Administrator","Administrator","","","","","canada.ca/Users","8/1/2019 1:32:44 PM","E2016-01","DB01","7/25/2018 4:29:39 PM","2","419","Unlimited","True","8/8/2019 8:55:52 PM","False","False","True",""
"User2@canada.ca","User2","User2","","","","","canada.ca/Users","8/6/2019 7:58:02 PM","E2016-01","DB01","9/13/2018 2:02:04 PM","0","266","Unlimited","True","8/1/2019 10:54:28 AM","False","False","True",""
"User20@canada.ca","User20","User20","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:11 PM","0","22","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User21@canada.ca","User21","User21","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:12 PM","0","18","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User27@canada.ca","User27","User27","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:14 PM","0","31","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User29@canada.ca","User29","User29","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:15 PM","0","31","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User33@canada.ca","User33","User33","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:17 PM","0","29","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User39@canada.ca","User39","User39","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:19 PM","0","23","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User41@canada.ca","User41","User41","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:20 PM","0","31","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User42@canada.ca","User42","User42","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:20 PM","0","28","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User43@canada.ca","User43","User43","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:20 PM","0","18","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User47@canada.ca","User47","User47","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:22 PM","0","31","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User49@canada.ca","User49","User49","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:23 PM","0","18","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User63@canada.ca","User63","User63","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:28 PM","0","18","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User73@canada.ca","User73","User73","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:32 PM","0","21","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User75@canada.ca","User75","User75","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:33 PM","0","27","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User76@canada.ca","User76","User76","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:33 PM","0","23","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User80@canada.ca","User80","User80","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:35 PM","0","18","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User89@canada.ca","User89","User89","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:39 PM","0","30","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User92@canada.ca","User92","User92","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:40 PM","0","31","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User93@canada.ca","User93","User93","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:02:40 PM","0","24","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"NewGuy1@canada.ca","NewGuy1","NewGuy1","New","Guy1","","","canada.ca/Users","6/18/2019 9:37:33 PM","E2016-01","DB01","9/13/2018 2:08:04 PM","0","163","Unlimited","True","8/8/2019 9:15:41 AM","False","False","True",""
"NewGuy6@canada.ca","NewGuy6","NewGuy6","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:10:29 PM","0","30","Unlimited","True","1/22/2019 9:28:20 AM","False","False","True",""
"NewGuy10@canada.ca","NewGuy10","NewGuy10","New","Guy10","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:10:30 PM","0","44","Unlimited","True","8/8/2019 9:15:55 AM","False","False","True",""
"NewGuy28@canada.ca","NewGuy28","NewGuy28","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:10:37 PM","0","42","Unlimited","True","1/22/2019 9:28:16 AM","False","False","True",""
"NewGuy33@canada.ca","NewGuy33","NewGuy33","","","","","canada.ca/Users",,"E2016-01","DB01","9/13/2018 2:10:40 PM","0","31","Unlimited","True","1/22/2019 9:28:17 AM","False","False","True",""
"Room05@canada.ca","Room05","Room05","","","","","canada.ca/Users",,"E2016-01","DB01","11/21/2018 1:18:47 PM","0","21","Unlimited","True","8/6/2019 8:18:30 AM","False","False","True",""
"Equipment01@canada.ca","Equipment01","Equipment01","","","","","canada.ca/Users",,"E2016-01","DB01","11/21/2018 1:19:06 PM","0","21","Unlimited","True","8/6/2019 8:18:35 AM","False","False","True",""
"Equipment04@canada.ca","Equipment04","Equipment04","","","","","canada.ca/Users",,"E2016-01","DB01","11/21/2018 1:19:07 PM","0","21","Unlimited","True","8/6/2019 8:18:39 AM","False","False","True",""
"Equipment06@canada.ca","Equipment06","Equipment06","","","","","canada.ca/Users",,"E2016-01","DB01","11/21/2018 1:19:07 PM","0","21","Unlimited","True","8/6/2019 8:18:40 AM","False","False","True",""
"Equipment09@canada.ca","Equipment09","Equipment09","","","","","canada.ca/Users",,"E2016-01","DB01","11/21/2018 1:19:09 PM","0","21","Unlimited","True","8/6/2019 8:18:43 AM","False","False","True",""
"Shared01@canada.ca","Shared01","Shared01","","","","","canada.ca/Users",,"E2016-01","DB01","11/21/2018 1:19:25 PM","0","21","Unlimited","True","8/6/2019 8:18:43 AM","False","False","True",""
"Shared06@canada.ca","Shared06","Shared06","","","","","canada.ca/Users",,"E2016-01","DB01","11/21/2018 1:19:27 PM","0","21","Unlimited","True","8/6/2019 8:18:48 AM","False","False","True",""
"User6@canada.ca","User6","User6","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:06 PM","0","30","Unlimited","True","10/13/2018 12:10:39 AM","False","False","True",""
"User10@canada.ca","User10","User10","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:07 PM","0","18","Unlimited","True","10/13/2018 12:10:39 AM","False","False","True",""
"User23@canada.ca","User23","User23","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:12 PM","0","25","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User25@canada.ca","User25","User25","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:13 PM","0","23","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User26@canada.ca","User26","User26","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:14 PM","0","31","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
"User31@canada.ca","User31","User31","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:16 PM","0","18","Unlimited","True","10/13/2018 12:10:40 AM","False","False","True",""
